frase	duracao_media	total_classificacoes	classificacao_majoritaria	total_positiva	total_negativa	total_neutra
Tenho tantos pecados que teria que nascer duas vezes para pedir perdão a Deus e me arrepender de todos eles.	35.164500000000004	6	negativa	0	6	0
Tenho tudo que uma pequena adolescente pode ter, amigos, pessoas q me amam, dinheiro, popularidade, tenho tudo.	5.223	4	positiva	4	0	0
Tentar ser forte e acreditar, que tudo vai passar.	3.8932	5	positiva	5	0	0
Tentei dormir na varanda , estava tão bom , sabe , olhando a lua.	3.9603333333333333	6	positiva	6	0	0
Terreiros errados, guias errados, falta de educação com as pessoas, responsabilidade, falta de atitude, falta de sorte, falta de sair de casa, falta de correr atrás, punheta excessiva, cartas, tarô, trabalhos de aberturas.	18.996000000000002	5	negativa	0	4	1
Teve um que em cima da hora eu desisti e comecei a chorar, mas eu falei com a professora e ela me passou um trabalho alternativo enorme, pra eu não ficar com zero.	10.22225	4	empate	0	2	2
Teve uma matéria que eu atingi o limite de faltas; outra que passei pescando; teve um trabalho que eu nem sequer vi a cor, mas botaram meu nome; nos seminários me salvava por causa dos outros.	9.422666666666666	6	negativa	0	5	1
Tinha um garoto que ficava direto me olhando e isso tava me incomodando.	4.716666666666667	6	negativa	0	6	0
Tinha um lá O diário de Biloca é um livrinho pequeno e curto.	4.3534	5	neutra	0	2	3
Tipo tudo estava muito bem muito legal	5.082	4	positiva	3	0	1
Tipo, ele tinha dado uma sumida, agora voltou de novo a me perturbar.	3.8786	5	negativa	1	4	0
Tipo, semana passada eu fiz o cabelo dela, pois eu faço curso de cabeleireiro, então tenho que treinar, mas claro que uma escova e chapinha, sei fazer perfeitamente.	8.939250000000001	4	positiva	3	0	1
Tirei a minha calça e eu fiquei só de cueca box cinza e uma regata preta, ela foi ao banheiro e quando voltou veio com uma calcinha fiu dental vermelhinha matadora.	8.34525	4	empate	2	0	2
Tive apendicite com sérias complicações.	2.2268	5	negativa	0	5	0
Tive muito enjoo e meu namorado coitado foi quem mais enjoei e por isso nos afastamos e com apenas 4 meses de gravidez cada um foi pro seu lado literalmente.	6.9305	4	negativa	0	4	0
Tive que ir nas casas lotéricas pagar umas contas (como sempre deixo tudo pra cima da hora) e a fila me parecia mas um caracol.	7.310599999999999	5	negativa	0	4	1
Tive uma crise de choro enquanto fazia sexo com meu namorado, acusando ele de não me amar, de me tratar como um objeto e pra ele não tocar mais em mim.	6.92925	4	negativa	0	3	1
Tive uma outra fase de mudança de humor na frente dele e ele me ameaçou de terminar o namoro se eu não tomasse os estabilizadores de humor.	9.4786	5	negativa	0	4	1
To cansada de brigar com a minha mae, dela nunca estar do meu lado.	3.3898	5	negativa	0	3	2
To chateada e decepcionada.	1.8922500000000002	4	negativa	0	4	0
To muito mal, eu devia ter ouvido meu professor de matemática e escolhi um cursinho qualquer.	6.245166666666667	6	negativa	0	5	1
Todo mundo fica falando que eu já passei, mas eles não se tocam que eu escolhi o curso mais concorrido!	8.101	4	neutra	0	1	3
Todos na sala, inclusive meu pai, se levantou, a preocupação era visível na cara de todos.	4.649833333333333	6	neutra	1	1	4
Todos nós temos o dever de contemplar a luz que existe em cada um.	10.581	4	positiva	4	0	0
Todos os momentos que eu estou perdendo com você.	4.319	5	negativa	0	5	0
Tomamos banho juntos e quando começamos a nos secar ele me joga na cama e sua boca me faz gemer.	5.304600000000001	5	positiva	4	1	0
Tomei mais um comprimido de antidepressivo (normalmente só tomo dois) e fui escutar música.	4.762499999999999	4	negativa	0	4	0
Topiramato emagrece, mas fode com a memória, e pra uma universitária isso não é nada legal.	9.354750000000001	4	empate	0	2	2
Trabalham também como administradores rurais e planejadores de fazendas e instalações rurais.	4.0446	5	neutra	0	0	5
Tudo começou assim, fui visitar uma amiga minha que me ligou mais cedo dizendo que queria me ver, porém, ao chegar na frente da casa dela vi que estava tudo fechado, ou seja ou ela não estava em casa ou já estava dormindo.	15.35	4	empate	2	0	2
Tudo ia bem ele era do exercito não ganhava muito mais era o suficiente, com 2 anos de casados ele foi promovido a sargento e claro tudo ficou bem melhor financeiramente.	21.607400000000002	5	positiva	5	0	0
Tudo que eu mais quero é dá certo com meu marido, viver um amor intensamente com ele.	4.14	4	positiva	4	0	0
Tudo que eu quero é ficar sozinha, apagar a luz do quarto e esperar o tempo passar, esperando que a dor vá embora.	6.7248	5	negativa	0	5	0
Tudo que é diferente incomoda o igual.	4.69225	4	neutra	1	0	3
Tudo vai ficar bem! Chegarei mais cedo hoje, vou preparar o macarrão que tanto você gosta, quer tomar alguma coisa, dormiu sem comer nada.	5.4935	4	positiva	3	0	1
Tá no coração e na alma, e sei que você olha por mim, pequeno.	4.010999999999999	4	positiva	3	0	1
Ultimamente ando muito compulsiva - por masturbação com o vibrador, por comida, meio agressiva, me sacudindo, me mordendo, me azunhando.	8.8256	5	negativa	2	3	0
Ultimamente brigo com a minha mãe TODOS os dias, agente briga por tudo, ontem mesmo estava brigando com a minha irmã mais nova a Bruna, por ter mexido nas minhas coisas, e minha mãe já brigou comigo.	4.087	4	negativa	0	4	0
Ultimamente meus instintos de sexo e agressividade andam muito aflorados.	5.0947499999999994	4	positiva	2	1	1
Um brinde a nossa existência, e ao nosso futuro.	2.6870000000000003	4	positiva	3	0	1
Um dia, o trânsito estava horrível parado por enchentes, e ele sugeriu paramos em uma ruazinha para dar um tempo, por sorte o carro tem vidros escuros dando mais segurança.	8.005799999999999	5	negativa	1	3	1
Um lugar com paz, com alegria.	2.75775	4	positiva	4	0	0
Uma amiga minha já tinha consciência de que eu gostava do meu amigo.	7.046666666666667	6	neutra	0	0	6
Uma certa vez, eu tinha menos de 1 mês de namoro quando minha sobrinha nasceu, e meu namorado foi no hospital conhece-la e aproveitar e conhecer uma parte de minha família, que por sinal o adora.	7.14	4	empate	2	0	2
Uma colega minha se matou antes dos 30 anos!	2.6382	5	negativa	0	5	0
Uma colega pegou meu celular e viu minha foto com meu namorado.	6.622249999999999	4	neutra	0	0	4
Uma sensação de fracasso tomou conta de mim, tristeza, desânimo e um total desalento pela vida.	5.4605999999999995	5	negativa	1	4	0
Uma tarde ele chegou me dizendo que precisa ir a um evento no quartel.	2.9015000000000004	4	positiva	3	0	1
VOU FICAR TORCENDO PRA ELE FICAR BEM LONGE DE MIM..... ATÉ PORQUE ELE NÃO É NADA BONITO.	4.001833333333333	6	negativa	0	6	0
Vai chegando feriado ou final de semana e eu conto as horas para ir à casa dos meus pais.	2.79575	4	negativa	0	4	0
Vai tomar no cú pra quem não gosta de mim, você acha que eu dependo da tua amizade?	4.983	6	negativa	1	5	0
Vejo muitas garotas sofrendo por garotinhos que não dão a minima para elas, então pra ganharem atenção fingem ser algo que não são. 	7.380799999999999	5	negativa	0	5	0
Vejo que sou rodeada de pessoas falsas, homens safados mentirosos quando penso que encontrei alguém diferente, é engano, só mas um falso e mentiroso.	6.5648	5	negativa	0	3	2
Vendo aquelas malas todas arrumadas, me dei conta do que estava fazendo e que realmente era uma loucura na qual eu estava começando a gosta.	7.48	4	neutra	1	1	2
Venho de família em que o Pai sempre sustentou a casa para criar os filhos, enquanto minha mãe ficava em casa cuidando da gente.	6.3178	5	neutra	0	1	4
Ver vc sair poderia ter sido mais um, mas nao é isso o que está acontecendo.	3.2910000000000004	4	empate	2	2	0
Viajar com amigos, sem nenhum familiar por perto foi a melhor coisa que já fiz.	5.76025	4	positiva	4	0	0
Vibro com alegrias que não me pertecem.	6.747	5	positiva	4	1	0
Vim pra cá depois que a luz voltou, fiquei olhando a foto dele que tenho.	4.065	6	neutra	2	0	4
Vivos, alegres e comunicativos, estes seres geminianos, leves e desencanados, parecem estar sempre bem com todos.	5.06925	4	positiva	3	0	1
Você estava lá pra me ajudar quando eu precisei.	2.7831666666666663	6	positiva	6	0	0
Você foi simplesmente roubado de mim, não é?	5.2965	4	empate	2	2	0
Você foi, é, e sempre será minha guerreira, a senhora não perdeu pro câncer, mas o câncer perdeu pra ti minha guerreira.	7.776	4	empate	2	2	0
Você jurou também, que perdoaria os meus erros e os meus defeitos, que qualquer deslize que eu tenha tido, você perdoaria, pois o bem que lhe fizera, supriria qualquer dor.	12.83875	4	positiva	2	1	1
Você lambeu minhas lágrimas, e dormiu do meu lado sempre que eu chorei até cair no sono.	3.614	4	positiva	4	0	0
Você me faz bem e eu sinto que sou amada verdadeiramente.	1.9902000000000002	5	positiva	5	0	0
Você me prometeu, eu sei, eu me lembro, você jurou que ia ser pra sempre.	5.5760000000000005	6	negativa	0	6	0
Você não sabe o quanto fiquei mal por tu ter mudado de escola.	8.44125	4	negativa	0	4	0
Você realmente foi muito amigo construindo esta ponte mesmo depois do que eu lhe disse, de repente, num só impulso, o irmão mais velho correu na direção do outro e abraçaram-se	10.85575	4	positiva	4	0	0
Você sabia que esses meninos que mal te dão oi, tem as palavras mais verdadeiras a serem ditas a você ao pé do ouvido.	9.8975	4	positiva	2	1	1
Você sabia que o menino que mais vai te dar valor é aquele que não consegue chegar em você, aquele que olha pra você e quando você percebe abaixa a cabeça ou sorri, que não consegue olhar olho no olho, e ao conversar contigo fica sorrindo igual um bobo, e muitas vezes acaba falando algumas coisas nada haver, um tanto idiotas, mas você sabia que ele faz isso porque está querendo tirar um sorriso do seu rosto? 	89.7522	5	positiva	5	0	0
Você sempre esteve lá quando eu precisei, sim, eu sinto que devo repetir isso.	3.641833333333333	6	positiva	6	0	0
Você sempre será aquela menininha de cabelos loiros e um sorriso no rosto mais lindo do universo, eu amo você, não esqueça.	6.400200000000001	5	positiva	5	0	0
Você viajou, está longe de mim.	1.62525	4	positiva	4	0	0
Voltar a morar com meus pais e passar uma borracha na minha historia com ele.	5.149500000000001	6	positiva	3	1	2
Voltei a morar com ela tinha 11 anos quando fui abandonada pela minha tia, foi muito difícil nosso relacionamento, ela repetia milhões de vezes que eu não era filha dela, que eu era um erro que aconteceu.	7.8036	5	negativa	0	5	0
Voltei para o serviço ouvindo somente os martírios dela, tentando disfarçar minha cara de choro, mas no fundo, estava mais perdida do que puta em convenio.	21.78775	4	negativa	0	4	0
Voltei pra casa meu pai brigou comigo apenas a minha irmã entendeu o que eu estava sentindo eu chorei quase a noite inteira.	4.4014	5	negativa	0	5	0
Vontade de grudar em você e nunca mais desgrudar, sentir tuas mãos afagando meus cabelos e dizendo que os adora novamente, ouvir tua gargalhada.	5.843	4	positiva	4	0	0
Vou aprender a viver sem você, e se Deus quiser eu também vou ser feliz.	7.7525	4	positiva	4	0	0
Vou jantar, ficar com o menino mais lindo do mundo.	3.61675	4	positiva	4	0	0
Vou morrer de vergonha quando o resultado sair!	2.9275	4	empate	0	2	2
Vou relatar aqui a minha primeiríssima experiência neste ano de 2013.	3.0772	5	neutra	1	0	4
Vou sentir falta dela, mas a vida é assim, as vezes temos que abrir mão de algo, para podermos continuar nosso caminho.	6.0098	5	empate	1	2	2
Vou sentir sua falta és um pedaço de mim que fará muita falta.	29.0362	5	empate	2	2	1
Zootecnistas são profissionais responsáveis pelo estudo e controle da reprodução, aprimoramento genético e nutrição de animais criados com fins comerciais, que visam a aumentar a produção e melhorar a qualidade dos produtos de origem animal.	9.219666666666667	6	neutra	1	0	5
e perco pensando em seu sorriso no como é lindo , no como ele me fazia me sentir tão especial em questão de minutos .	4.8945	6	positiva	6	0	0
enho certeza que isso se chama AMOR.	3.0712	5	positiva	5	0	0
já magoei minha esposa de tantas formas, que sequer tenho coragem de ligar para ela, mesmo achando que pode estar em um motel com alguém.	5.78275	4	negativa	0	4	0
odo mundo fica falando que eu vou passar mas eu sei que não.	5.13775	4	negativa	0	4	0
quilo me magoou poxa, imagina, magoaria qualquer pessoa, não é mesmo?	3.6195	4	negativa	0	4	0
se mostrou até irritado pois disse que não estava muito afim de ir, mas disse que era preciso.	2.12175	4	positiva	4	0	0
sintomas que eu sempre sofri como timidez, depressão, isolamento, mediunidade mal orientada, brigas com famílias, carência afetiva e vida profissional, tentei buscar alguma forma de uma auto regressão mais não achei.	7.1058	5	negativa	0	5	0
ste é o conselho que deixo pra vocês: SE VALORIZEM, TODOS TEM UMA ALMA GÊMEA!	4.21725	4	positiva	3	1	0
u ainda não consegui parar de me cortar, eu sei que isso é um problema e tal mas pô tá difícil.	2.12575	4	positiva	4	0	0
u brigava com você por deixar TV e as luz de vários cômodos acesa.	6.324833333333333	6	empate	0	3	3
u queria morrer, não sabia nomear o que estava a senti, era uma mistura de medo, de desespero, e uma enorme sensação de solidão, sempre fui solitária.	4.9384	5	negativa	0	5	0
À minha frente lá estava a tal mulher , que inacreditavelmente já não levava a mesma abóbora, mas uma metade dela.	13.0662	5	neutra	1	0	4
Às vezes me sinto meio mal por ser tão dependente dos outros, não saber fazer nada sozinha.	4.0308	5	negativa	0	5	0
Às vezes tenho a sensação de que os animais são ligeiramente mais dotados de inteligência do que nós humanos.	7.075	5	positiva	3	2	0
Ás vezes me vêem na cabeça que ninguém gosta de mim, minha mãe é um porre o único que se salva e que eu ainda não fiz nenhum bobeira porque ele não deixa é o Vinny mesmo.	7.495	4	negativa	0	4	0
Ás vezes parece que eu não sinto nada por ele, quando a gente briga.	5.5018	5	negativa	1	3	1
É acreditar num mundo melhor.	3.3829999999999996	6	positiva	5	0	1
É bom demais amar, e ser amado é melhor ainda.	2.27475	4	positiva	4	0	0
É estranho o modo como ainda penso nele, tenho vontade de ligar pra ele.	5.12725	4	neutra	1	0	3
É mais triste ainda saber que ela me pressionava a perder a virgindade com ele, apoiava meu namoro, deixou eu me envolver até que me apaixonasse fortemente por ele.	6.165166666666667	6	negativa	0	6	0
É maravilhoso saber que a cada dia estamos nos unindo cada vez mais.	3.3024	5	positiva	5	0	0
É meia noite agora, vou assistir alguma minissérie, iludir-me com a esperança dos finais felizes que sempre existem nela, e esperar que um dia tenho um final feliz só meu.	7.77425	4	negativa	1	2	1
É melhor está sozinho, pois enquanto está sozinho você vela pelo teu coração, em algum lugar alguém também pensa que nem você e um dia vocês se encontrarão.	9.9494	5	positiva	3	0	2
É mesmo uma ousada declaração de amor.	4.1185	4	empate	2	0	2
É meu instrutor, tipo ele fica direto babando meu ovo cara, desde que chego até ir embora.	15.0538	5	negativa	0	4	1
É muito bom ter uma pessoa que você ama ao lado.	2.6870000000000003	4	positiva	3	0	1
É muito triste saber que tenho uma irmã que me fez namorar um menino gay simplesmente pra abafar o romance dele com o meu sobrinho de 15 anos.	7.6738	5	negativa	0	4	1
É o único responsável pelo que sinto eu me entrego totalmente para você, se você assim quiser posso dar seu nome para alguma estrela ou dar esta estrela para você.	20.3024	5	positiva	4	0	1
É preciso somente que se tenha a alma limpa e desprovida de mágoas e rancores.	4.522333333333333	6	positiva	4	0	2
É só você olhar aqueles casais idosos que estão a tantos anos e até hoje estão juntos até que a morte os separe!	7.6065000000000005	6	positiva	5	0	1
É tão dificil assim ela me amar, porque ela falo que eu não vou fazer diferença a unica coisa que eu queria era ser amiga da minha mãe mas ela me impede isso.	10.026399999999999	5	negativa	1	4	0
É um nojo, ai eu peguei o ônibus da empresa e quando subi ele tiro um braço da blusa sabe e depois ia tirar o resto da camisa.	12.0555	4	empate	0	2	2
